"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.52","","","38.06","","","","","","","52.696","55.895","59.2","61.2","61.959","62.814","62.785","63.021","62.292","60.719","60.82","67.17","63.704","66.953","67.472","","",
"American Samoa","ASM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","55.12","","","","","","","","","","19.93","","","","53.17","","","","","","43.63","","","","","","","","","","50.72","","","","","","","","","","53.03","","","","","59.93","","","","","52.64","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","33.69","","","","","","","","","","63.49","","","","","","","","","","","","","","","","","","","","","69.46","","","","","","","","","","71.75","","","","","","","","","","","","","","","","","72.611","","","","","",
"Australia","AUS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","57.43","","","","","59.53","","","","","58.67","","","","","61.42","","","60.757","61.295","61.136","60.781","60.437","60.55","60.806","61.887","61.958","62.379","63.16","63.747","63.145","62.874","62.461","62.945","63.55","63.527","63.134","63.006","62.772","63.147","63.312","63.38","63.6","63.472","64.41","64.777","65.196","65.492","65.446","65.406","65.439","65.17","64.961","64.715","65.01","64.879","65.181","65.747","66.052","64.98","66.056","66.846","67.171",
"Austria","AUT","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","60.73","","","","","","","","","","55.27","","","","","","","","","52.06","56.44","54.32","53.9","54.69","54.29","54.57","55","54.78","54.89","55.44","55.84","56.58","56.69","59.063","59.425","58.818","58.41","58.816","58.966","58.685","58.238","58.93","59.149","58.041","58.456","58.971","59.83","60.08","60.348","60.287","60.357","60.647","60.801","60.599","60.633","61.134","61.101","61.323","61.309","60.814","61.151","61.512","61.607",
"Azerbaijan","AZE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.72","","","","62.48","","","47.68","47.39","47.1","64.66","77.6","75.5","73.6","71.7","69.9","68.4","67.15","66.35","65.43","65.05","64.81","64.4","64.5","64.7","65.1","65.4","66","66.2","66.3","66.5","66.8","67.1","65.7","",
"Burundi","BDI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","46.77","92.85","46.12","","61.1","","60.88","","87.11","","","","90.32","","","","","","","","85.39","","","","","","","","77.471","","69.99","","","","","","78.941","","","","","","78.557","","","",
"Belgium","BEL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","49.88","","","","","","","","","49.16","","","","","","","41.23","","42.04","42.11","40.04","","50.679","49.737","49.954","49.871","49.108","48.643","48.398","48.339","49.272","49.632","49.73","50.33","50.531","50.406","50.521","50.852","51.911","52.293","50.891","51.188","51.348","52.03","53.299","53.114","53.586","53.678","53.473","54.07","53.199","53.249","53.559","53.506","53.31","53.11","53.838","54.184","54.393","53.814","54.484","55.095","54.986",
"Benin","BEN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","53.3","","","","","","","","","","","","","","80.5","","47.94","","59.63","","","","","","","59.82","","","","","","72.16","","","","58.89","","","","","67.68","71.75","77.36","","","","","","","75.31","71.88","","","","","","","","75.095","","","76.28","",
"Burkina Faso","BFA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","45.8","","","","","","","","","","82.82","","","","","","83.93","","","78.7","","","","","","","","","","","89.1","72.71","87.3","","","","","","","65.624","","","","44.893","77.618","","","72.337","47.453",
"Bangladesh","BGD","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","57.17","","","","","","","","","","","","","48.97","","","","","","","45.67","","","49.06","49.26","50.28","","","78.62","","75.9","","","","","72.56","","","","72.06","","","57.3","","","58.071","","","","58.576","","","57.18","","","56.09","58.328","","","","","61.873","",
"Bulgaria","BGR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","68.08","","","","","","","","","","65.42","","","","","","","","","","","","","","","","","57.17","","","","","51.8","","","50.179","51.373","50.821","49.922","50.551","49.689","51.293","52.596","53.808","53.021","53.394","52.512","53.079","53.9","54.143","54.068","53.331","55.355","55.323","56.582","55.547","55.258","56.57","55.655",
"Bahrain","BHR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","29.24","","","","","","49.83","","","","","","","","36.96","","60.5","","","","45.5","","45.88","","","65.2","65.22","65.7","65.7","65.7","65.7","65.8","65.8","65.8","65.8","65.9","65.71","66.1","66.2","63.7","48.3","66.58","","","","72.06","71.04","","","","71.57","","","","","","","","",
"Bahamas, The","BHS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","71.51","","","","","","","72.73","","","","","","","","","36.78","67.47","","","","","","","","","51.18","71.6","73.6","74.3","75.7","73.77","73.9","73.7","74.9","69.79","76.8","","76.2","76.4","","75.68","","","","","73.4","","72.44","74.5","72.7","","","","","","77.437","","","","97.663",
"Bosnia and Herzegovina","BIH","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.538","","","","","42.668","43.419","43.364","43.175","44.164","43.657","43.793","43.331","43.425","43.891","43.054","42.288","41.905","41.802","47.654","50.887","51.189","51.868",
"Belarus","BLR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","48.69","","","","","","","","","","","","","","","","","","","68.17","","","","","","","","45.9","","58.67","","","","","","","54.83","55.24","56.37","61.4","","","","","","82.1","70.826","71.26","70.921","70.668","70.303","70.039","70.211","69.728",
"Belize","BLZ","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","53.32","","","","","","","","","","27.62","","","","","","","","","","","","","","","","","","","","","","","","56.07","","34.1","58.9","58.7","59.3","","","","","","38.2","","","","","","","67.42","62.631","63.492","63.489","64.25","64.034","67.295","69.726","72.3","","","",
"Bermuda","BMU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","74.21","","","","","","78.09","","","","76.95","","","","","","","","","","","74.85","","","","","","","","","73.44","","","","","","","","","82","84","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","52.95","","","","54.44","54.21","53.41","","","52.48","53.16","53.66","","53.27","60.025","51.68","59.333","52.6","53.7","63.66","64.7","70.66","","71.457","70.35","67.8","72.3","73.1","73.1","69.976","72.72","49.76","71.814","72.118","","71.976","68.622","69.303","71.374","67.075","67.359","68.634","71.798","74.158","69.684","77.79","78.267","78.38",
"Brazil","BRA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","53.16","","","","","","","","","","51.93","","","61.58","","","57.69","","","","55.98","","","","","62.53","62.37","63.79","63.61","64.233","64.35","63.63","68.943","68.17","","66.473","64.721","65.636","65.756","66.378","","67.033","67.904","67.761","68.293","68.972","68.642","68.251","68.031","68.214","","65.681","63.787","63.723","63.515","63.806","63.876","64.183","64.227","64.672","60.288","62.269","63.347","62.754",
"Barbados","BRB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","39.69","","","","","","38.04","","","","61.16","","","","","","","","41.33","","64.3","","","64.01","","","65.45","66.54","67.45","68.6","67.34","65.19","66.12","","67.47","68.16","67","67.72","","","","","","69.25","69.68","","","","","66.96","66.6","67.59","66.19","66.71","63.88","63.963","65.436","64.391","63.577","62.315","","59.823","","",
"Brunei Darussalam","BRN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","55.46","","","","","","","","","","","53.14","","","","","","","60.34","","","59.61","","","","","60.3","","","","","65.57","","","","","","","","","","67.95","","","","","","","","","","66.4","","","65.987","","","62.728","65.395","64.184","65.216","63.75","62.788","63.868",
"Bhutan","BTN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.44","61.8","","","69.7","68.15","67.39","64.36","65.3","62.61","63.14","","","62.603","66.364","67.827","69.094","63.094","64.994",
"Botswana","BWA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","46.16","","","","","","","47.41","","","","","","","","","","60.78","","","","70.28","","","","","","57.38","","","60.6","","52.375","","57.85","","57.44","55.04","","53.5","","","58.852","","","62.186","59.13","","","69.58","","","","","","63.895","66.288","64.18","64.604","67.828",
"Central African Republic","CAF","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","61.48","","","","","","","","","","","","","77.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","54.04","","","","","","","","","","58.02","","","","","61.503","61.858","62.741","63.671","64.27","65.035","64.396","64.726","65.047","65.646","66.106","66.473","66.849","67.263","67.145","66.577","65.701","65.338","65.155","64.824","64.673","64.872","65.126","65.529","65.762","65.907","66.862","67.561","67.487","67.142","67.192","67.46","67.596","67.276","67.052","66.906","66.844","66.82","66.311","66.178","65.923","66.047","65.795","66.053","64.319","65.39","65.437","65.614",
"Central Europe and the Baltics","CEB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.7709270324164","","","64.195052025638","62.9163037060939","58.6987944264603","57.9999737560463","58.7114508026211","57.2073505083105","57.1009661911933","55.6833622532548","55.0569959580712","54.8711721213033","54.5125548950125","54.6751345902519","54.7442956243539","54.9857780484811","55.1257843709248","55.394126038668","55.2340838457761","55.6483710636472","55.7561284596159","56.1892885290848","56.2910783204927","56.2616358626867","56.8691526741193","56.9417087049806","57.0143277580266","56.7965075963964","57.0311136501349","57.585940508976","57.7308180176643",
"Switzerland","CHE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","60.45","","","","","","","","","","62.35","","","","","","","","46.93","47.21","60.1","","","","","51.52","51.7","","52.17","52.59","63.98","64.863","64.741","65.059","64.122","64.168","67.498","67.362","67.97","67.795","67.36","67.801","67.72","67.846","67.274","66.976","67.351","67.622","68.187","68.233","66.999","67.456","67.524","67.537","67.909","68.148","68.569","68.444","68.484","68.231","67.866","67.642","67.077","67.651",
"Channel Islands","CHI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","52.78","","","","","","","","","","49.4","","","","","","","","","","47.12","47.78","47.18","47.54","48.14","51.32","50.89","","52.52","53.04","52.75","52.57","53.81","55.32","55.17","53.92","56.63","56.619","56.752","56.647","55.909","55.014","54.512","55.031","55.397","55.735","56.875","57.348","58.546","58.345","60.192","61.571","61.537","61.623","61.933","62.067","62.155","62.951","63.207","63.072","56.358","57.552","60.138","61.521",
"China","CHN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","78.74","","","","","","","","79.17","","","","","","","","","","74.19","76.46","75.66","74.99","74.24","74.24","73.73","73.18","72.83","72.46","70.96","70.84","70.7","70.68","70.63","70.69","70.89","","","","","","","",
"Cote d'Ivoire","CIV","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","81.42","","","","","","57.2","","","","","68.93","","","77.68","","","","","","","","","","65.91","","","","","","","46.3","","","65.17","","","","","","","","","","","","","","67.269","75.348","","","66.829","56.062","","64.684","","","67.149","",
"Cameroon","CMR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","64.05","","","","65.88","","65.61","","","65.43","","39.45","","","","","","","","","68.3","","","","38.47","70.7","","","","71.5","","81.727","","","76.23","","","","72.099","","","","","","","65.315","","",
"Congo, Dem. Rep.","COD","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.581","","","","","","","66.025","","","","","","","","63.44","","","",
"Congo, Rep.","COG","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","67.99","","","","","","","","","","58.89","","","","","","","","","","","","","","","","","","","","","67.918","","","","44.925","","","53.1","","","","","","","","","","","",
"Colombia","COL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","52.59","","","","","","","","","49.77","","","","","","","47.5","","","","","49.43","42.3","44","","61.17","","","","54.04","","","45.9","","","","64.85","67.635","66.596","67.436","66.686","65.339","","63.887","64.158","66.954","67.079","67.514","68.072","67.273","66.991","67.02","66.418","66.013","65.237","64.322","63.415","64.33","63.159","63.745",
"Comoros","COM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","53.54","","","","","","","","","","","44.97","","","","","","","","","","","","","41.376","","","","","","","","","","44.467","","","","","","","55.195","","",
"Cabo Verde","CPV","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","52.81","","","","","","","","","","","","","","","","","","","","38.69","","","","","","","","","","60.89","","","","","","","","","","","","","","","","","","","55.841","59.12","","","","","63.52","","59.18","55.56","57.43","","","","",
"Costa Rica","CRI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","53.81","","","","","","","","","","50.31","","","","","","","","","","","50.58","","","","","","","","","","","","","","","","56.27","60.231","59.76","60.04","58.867","61.309","60.647","61.428","60.909","60.485","59.214","60.62","64.332","63.662","64.189","62.808","59.687","59.848","62.21","64.263","60.629","61.767","61.491","56.831",
"Caribbean small states","CSS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","35.2133346966519","","","","","","","","","","","","","","","","","","","","55.8471162383806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1558733665781","","","","",
"Cuba","CUB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","48.63","","","","","","","","","","","52.26","","","","","56.37","","56.93","","","","","","","","","","","","","","","","52.3","","52.86","53.77","54.33","55.6","55","55.58","74.18","72.9","","","","","","","","","","",
"Curacao","CUW","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.88","","59.94","54.84","55.71","","","55.8","","56.37","","","",
"Cayman Islands","CYM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","57.51","","","","","","","","","","34.68","","","","","","","","","48.68","","","","","","","","","","80.86","","81.54","","","","","","","","85.61","","","","","","83.99","83.16","82","84.09","84.17","81.77","80.8","83.69","83.05","82.64","82.78","","","","","","","","",
"Cyprus","CYP","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","64.66","","","","","","","","","","","","","","","","44.01","33.39","32.72","","","","","","37.03","46.04","","46.72","63.94","64.8","65.01","65.18","59.28","","","62.53","","","","58.703","60.152","61.729","61.888","63.181","62.997","63.316","63.572","64.404","64.274","63.881","64.338","63.796","63.645","63.494","63.893","62.377","61.299","61.705","62.488","63.015","62.806","63.83","65.11","65.54",
"Czechia","CZE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.62","","61.381","61.636","61.516","61.261","61.106","61.027","60.994","60.399","59.995","59.763","59.423","59.176","59.364","59.263","58.771","58.503","58.678","58.443","58.261","58.641","59.275","59.31","59.424","59.919","60.22","60.563","60.38","59.793","59.83","59.86","59.951",
"Germany","DEU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","54.333","54.912","55.014","55.41","55.332","55.816","56.116","58.035","59.417","58.721","58.314","58.159","57.715","57.606","57.669","57.68","57.86","57.458","57.479","57.272","57.317","56.872","58.413","59.2","59.178","59.37","59.652","59.328","60.139","60.075","60.369","60.436","60.215","61.028","61.242","61.264","61.966","60.558","60.588","61.252","61.469",
"Djibouti","DJI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","","","","","","","","32.272","","","","","","",
"Dominica","DMA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","39.07","","","","","","","","","","30.44","","","","","","","","","","","57.15","","","","","","","","57.8","","37.15","","","","","","67","","65.23","","57.69","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","60.38","","","","","61.77","","","","","60.95","","","","63.42","","64.16","64.9","65.53","65.07","","65.64","","65.497","66.494","66.725","67.518","66.743","67.882","67.668","68.124","67.826","68.108","67.367","64.375","64.605","65.196","65.441","65.179","65.801","65.536","65.151","65.638","65.478","65.932","65.649","65.933","65.713","65.085","64.395","63.497","63.048","62.312","61.419","61.258","61.317","61.652","61.716","61.817","62.375","62.018","62.553","63.371","63.65",
"Dominican Republic","DOM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","51.1","","","","","","","","","","54.03","","","","","","","","","52.66","","53.69","","","","","","","","","","54.1","57.3","52.9","52.5","","62.35","62.24","64.34","","58.514","57.276","57.568","56.633","56.853","56.623","57.305","57.21","57.585","55.47","56.706","58.157","59.431","59.269","59.529","62.007","62.451","62.367","63.771","65.189","60.365","63.174","63.224","64.282",
"Algeria","DZA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","40.68","","","","","","","","","41.2","","36.71","","","20.03","","","17.99","36.43","38.08","","42.14","","","","","","","","","44.92","27.52","","","27.02","27.79","","","","","","","41.7","41.43","41.71","40.15","42","43.2","41.151","41.708","41.871","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","77.1869749372952","","","","","","","","76.2472614864848","","","","","","","","","","72.8714771836298","74.4248293929931","73.7594291326727","73.0999400081663","72.4689438618168","72.2864636062512","71.9646495348079","71.9587763594318","71.5407304211722","71.4154049605264","70.2897961373545","70.321548495373","70.204700268369","70.1060098546439","70.0232179486597","69.8778690475769","70.0610676009841","","","","","","","",
"Early-demographic dividend","EAR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","62.6051984010429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4714279664698","","","58.5263582113581","","","","","","58.1553466896343","58.9477958474841","","","","58.8772404673023","","","","","56.2243067819521","","55.4802593298025","","","","","","52.7753884485435","53.9476779158867","53.3681690954465","54.4539473650134","55.5679026253834","57.863626492246",
"East Asia & Pacific","EAS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","74.7878254420242","","","","","","","","74.3127031928332","","","","","","","","","","71.4164031359646","72.7874565363044","72.1237973445269","71.5825524651547","71.040907328159","70.847798162152","70.5708836664801","70.6364693641365","70.2016473558317","70.1060009285009","69.1110925868693","69.1387806095759","69.0166104954834","68.9585120900821","68.9425974415178","68.8605910162092","69.0364273707804","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7814104455263","56.5982183552473","","","55.8314847473792","54.5875566278423","54.2287715612884","53.0146648166912","52.9802919146389","56.9069400228155","57.5987922668222","58.1123381541843","58.8027651351617","59.295118856913","59.2025988313727","59.589150774277","59.1983731744537","60.5913230837695","59.7079414516786","60.5716751420168","61.0047630073502","59.6379908391491","55.6571015796094","55.1310307249667","","",
"Europe & Central Asia","ECS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8730347408582","","","60.3194299953576","59.3951664074136","58.9391117428071","59.4254831236643","57.9096599889111","56.9761113925229","57.6476541192993","58.4605197750094","58.4507081289803","58.123057361092","57.96816826366","57.7497888742368","57.7448661292775","57.7247515769833","57.8608837138249","58.9553840245148","59.3214982183814","59.4521041137913","59.6461200445458","59.872688102728","60.0432301755086","60.1039365385342","60.0897348239568","60.4344431629637","60.3836815711363","59.5882714455537","59.7558845995122","59.3892278125644","57.9082918358793","58.187697547413","59.0203082652319","59.0648133823912",
"Ecuador","ECU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","55.05","","","","","","","","","","","","51.46","","","","","","57.64","57.46","48.59","","","","","33.66","55.54","55.52","54.49","","","","","","63.48","64.25","66.38","","63.449","69.345","66.63","65.335","67.468","66.977","67.949","66.767","66.549","64.013","62.684","61.78","62.452","62.261","62.619","65.658","67.669","68.154","66.661","66.179","60.033","65.686","65.832","64.489",
"Egypt, Arab Rep.","EGY","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","46.52","","","","","","43","","","","","","","40.51","","40.74","43.87","42.91","43.4","40.94","40.77","27.77","27.35","47.48","47.24","","44.4","","","51.25","50.38","46.72","47.19","47.89","48.88","47.92","46.6","","46","47.52","29.6","44.93","43.19","","","49.52","46.97","47.93","47.551","47.902","49.368","48.785","48.494","48.436","48.117","46.978","46.63","44.95","43.299","42.199","41.616","42.987","42.837","44.669",
